epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,57915.2,0.93285,0.56462,1.00566,0.94758,0.95308,0.96695,0.7338,0.86738,0.6014,0.88304,0.0007435,0.0007435,0.0007435
189,58224.5,0.93016,0.56108,1.00648,0.94725,0.9502,0.96707,0.73396,0.86606,0.59922,0.8825,0.000694,0.000694,0.000694
190,58531.4,0.91417,0.55065,0.99127,0.94759,0.94936,0.96714,0.73542,0.86445,0.5966,0.88155,0.0006445,0.0006445,0.0006445
191,58852.7,0.86616,0.49284,0.98744,0.9463,0.94902,0.96713,0.73564,0.86249,0.59471,0.88096,0.000595,0.000595,0.000595
192,59159.3,0.84531,0.47402,0.98459,0.94633,0.94894,0.9673,0.73543,0.86137,0.5929,0.88032,0.0005455,0.0005455,0.0005455
193,59465,0.8473,0.47415,0.97809,0.94506,0.94903,0.96742,0.73547,0.8602,0.59106,0.87979,0.000496,0.000496,0.000496
194,59769.6,0.83632,0.47008,0.97612,0.94788,0.94774,0.96764,0.7359,0.85966,0.58927,0.87919,0.0004465,0.0004465,0.0004465
195,60075.3,0.83106,0.46559,0.97885,0.94645,0.94783,0.96757,0.73733,0.85833,0.58713,0.8785,0.000397,0.000397,0.000397
196,60381.1,0.82883,0.46691,0.97772,0.9466,0.94884,0.96763,0.73772,0.85776,0.58528,0.87824,0.0003475,0.0003475,0.0003475
197,60686.4,0.82889,0.47052,0.9735,0.94644,0.95176,0.96794,0.7394,0.85574,0.58368,0.8775,0.000298,0.000298,0.000298
198,60991.2,0.82257,0.46512,0.97052,0.94558,0.95293,0.96802,0.7405,0.85371,0.58093,0.87669,0.0002485,0.0002485,0.0002485
199,61297.5,0.8139,0.46031,0.9678,0.9457,0.9518,0.96816,0.74124,0.85209,0.57995,0.87614,0.000199,0.000199,0.000199
200,61601.6,0.81041,0.45155,0.96733,0.94517,0.95182,0.96822,0.74034,0.85089,0.57753,0.87563,0.0001495,0.0001495,0.0001495
